id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,yr_built
7129300520,221900.0,3,1.0,1180,5650,1.0,0,0,1955
2487200875,604000.0,4,3.0,1960,5000,1.0,0,0,1965
1954400510,510000.0,3,2.0,1680,8080,1.0,0,0,1987
7237550310,1225000.0,4,4.5,5420,101930,1.0,0,0,2001
1321400060,257500.0,3,2.25,1715,6819,2.0,0,0,1995
2008000270,291850.0,3,1.5,1060,9711,1.0,0,0,1963
2414600126,229500.0,3,1.0,1780,7470,1.0,0,0,1960
1736800520,662500.0,3,2.5,3560,9796,1.0,0,0,1965
114101516,310000.0,3,1.0,1430,19901,1.5,0,0,1927
1175000570,530000.0,5,2.0,1810,4850,1.5,0,0,1900
1875500060,395000.0,3,2.0,1890,14040,2.0,0,0,1994
16000397,189000.0,2,1.0,1200,9850,1.0,0,0,1921
7137970340,285000.0,5,2.5,2270,6300,2.0,0,0,1995
1794500383,937000.0,3,1.75,2450,2691,2.0,0,0,1915
3303700376,667000.0,3,1.0,1400,1581,1.5,0,0,1909
5101402488,438000.0,3,1.75,1520,6380,1.0,0,0,1948
8562750320,580500.0,3,2.5,2320,3980,2.0,0,0,2003
2426039314,280000.0,2,1.5,1190,1265,3.0,0,0,2005
7895500070,240000.0,4,1.0,1220,8075,1.0,0,0,1969
7203220400,861990.0,5,2.75,3595,5639,2.0,0,0,2014
8035350320,488000.0,3,2.5,3160,13603,2.0,0,0,2003
4178300310,785000.0,4,2.5,2290,13416,2.0,0,0,1981
9215400105,450000.0,3,1.75,1250,5963,1.0,0,0,1953
822039084,1350000.0,3,2.5,2753,65005,1.0,1,2,1953
5245600105,228000.0,3,1.0,1190,9199,1.0,0,0,1955
7518505990,600000.0,3,1.75,1410,4080,1.0,0,0,1950
3626039271,585000.0,2,1.75,1980,8550,1.0,0,0,1981
4217401195,920000.0,5,2.25,2730,6000,1.5,0,0,1927
9558200045,289000.0,3,1.75,1260,8400,1.0,0,0,1954
9528102996,549000.0,3,1.75,1540,1044,3.0,0,0,2014
1189001180,425000.0,3,2.25,1660,6000,1.0,0,0,1979
1049000060,325000.0,3,2.0,1260,5612,1.0,0,0,1972
8820901275,571000.0,4,2.0,2750,7807,1.5,0,0,1916
3444100400,349000.0,3,1.75,1790,50529,1.0,0,0,1965
3276920270,832500.0,4,4.0,3430,35102,2.0,0,0,1986
2391600320,480000.0,3,1.0,1040,5060,1.0,0,0,1941
1523059105,356000.0,3,1.5,1680,8712,1.0,0,0,1964
1133000671,315000.0,3,1.0,960,6634,1.0,0,0,1952
2599001200,305000.0,5,2.25,2660,8400,1.5,0,0,1961
6021501535,700000.0,3,1.5,1580,5000,1.0,0,0,1939
1483300570,905000.0,4,2.5,3300,10250,1.0,0,0,1946
722079104,314000.0,3,1.75,1810,41800,1.0,0,0,1980
1952200240,850830.0,3,2.5,2070,13241,1.5,0,0,1910
2450000295,1088000.0,3,2.5,2920,8113,2.0,0,0,1950
546000875,460000.0,3,1.0,1670,4005,1.5,0,0,1939
9545230140,597750.0,4,2.5,2310,9624,2.0,0,0,1984
3362400511,570000.0,3,1.75,1260,3328,1.0,0,0,1905
8961960160,480000.0,4,2.5,3230,16171,2.0,0,3,2001
6675500070,391500.0,3,2.0,1450,9132,1.0,0,0,1987
3626039187,395000.0,2,1.0,770,6000,1.0,0,0,1953
3524049083,445000.0,4,1.75,2100,4400,1.5,0,0,1924
2331300505,822500.0,5,3.5,2320,4960,2.0,0,0,1926
7853210060,430000.0,4,2.5,2070,4310,2.0,0,0,2004
8929000270,453246.0,3,2.5,2010,2287,2.0,0,0,2014
921049315,199000.0,3,1.75,1320,17390,1.0,0,0,1956
4027700812,452000.0,4,2.25,2590,10002,1.0,0,0,1968
1777500060,527700.0,5,2.5,2820,9375,1.0,0,0,1968
1432900240,205000.0,3,1.0,1610,8579,1.0,0,0,1962
6140100875,420000.0,3,1.0,1060,8097,1.0,0,0,1923
1526069017,921500.0,4,2.5,3670,315374,2.0,0,0,1994
809001525,890000.0,4,1.0,2550,4000,2.0,0,0,1905
1994200024,511000.0,3,1.0,1430,3455,1.0,0,0,1947
3362900810,532170.0,3,2.0,1360,3090,2.0,0,0,1990
7855801670,2250000.0,4,3.25,5180,19850,2.0,0,3,2006
7920100045,350000.0,1,1.0,700,5100,1.0,0,0,1942
6388930390,650000.0,5,3.5,3960,25245,2.0,0,0,1996
84000105,255000.0,5,2.25,2060,8632,1.0,0,0,1962
2617300160,420000.0,3,2.0,2020,38332,1.0,0,0,1975
2558660270,370000.0,3,1.75,1580,7000,1.0,0,0,1976
2009000370,269950.0,2,1.75,1340,7250,1.0,0,0,1949
1836980160,807100.0,4,2.5,2680,4499,2.0,0,0,1999
4330600435,284000.0,3,1.75,1560,21000,1.0,0,0,1954
1762600070,917500.0,4,2.5,3880,35003,2.0,0,0,1984
2254502445,385000.0,3,1.0,1220,4800,1.0,0,0,1901
5437810320,269950.0,3,1.5,1950,7560,1.0,0,2,1975
9158100075,330000.0,2,1.0,1350,8220,1.0,0,0,1949
8123100045,470000.0,4,3.0,2380,5125,1.5,0,0,1925
11510310,835000.0,4,2.75,3130,13412,2.0,0,0,1993
8731951370,269000.0,4,1.75,1490,10000,1.0,0,0,1969
9477200200,305000.0,3,1.75,1650,9480,1.0,0,0,1977
1432600560,166950.0,3,1.0,1190,8820,1.0,0,0,1959
7549802535,423000.0,4,2.0,1970,6480,1.5,0,0,1920
3211100860,274250.0,3,1.0,910,8450,1.0,0,0,1962
3456000310,840000.0,4,1.75,2480,11010,1.0,0,0,1966
2310030510,320000.0,4,2.25,1550,7579,2.0,0,0,1993
8677300550,592500.0,4,2.5,2240,12032,1.0,0,0,1983
4014400292,465000.0,3,2.5,2714,17936,2.0,0,0,2005
1102000196,477000.0,4,2.75,1720,6270,2.0,0,0,1978
7611200125,467000.0,2,1.5,1320,10800,1.0,0,0,1947
5611500140,686000.0,4,2.5,2760,6440,2.0,0,0,1999
7138000260,279950.0,3,2.0,1750,9750,1.0,0,0,1961
626059335,527000.0,4,2.25,2330,19436,2.0,0,0,1987
705700390,328000.0,3,2.25,2020,8379,2.0,0,0,1994
8096000060,655000.0,2,1.75,1450,15798,2.0,1,4,1915
3677400445,475000.0,3,1.5,2480,5280,1.5,0,0,1947
4058000060,416000.0,3,2.0,2220,94300,1.0,0,0,1976
326069104,800000.0,3,3.5,3830,221284,2.0,0,0,1993
